date,P,ETpot
20501009,0.00,1.70
20501010,0.02,1.18
20501011,2.57,0.41
20501012,0.00,1.63
20501013,0.00,1.54
20501014,0.00,1.51
20501015,0.00,1.52
20501016,0.00,1.52
20501017,0.00,1.56
20501018,0.02,1.46
20501019,0.00,1.45
20501020,0.00,1.49
20501021,0.00,1.41
20501022,0.00,1.43
20501023,0.00,1.48
20501024,4.96,0.36
20501025,1.62,0.81
20501026,0.41,0.54
20501027,0.39,0.39
20501028,20.65,1.02
20501029,3.98,0.63
20501030,9.87,0.24
20501031,7.76,0.35
20501101,0.01,0.54
20501102,4.20,0.35
20501103,2.71,0.78
20501104,0.01,0.53
20501105,0.00,0.93
20501106,0.00,0.92
20501107,4.34,0.22
20501108,0.30,0.32
20501109,0.00,0.75
20501110,0.00,0.79
20501111,0.00,0.76
20501112,7.80,0.36
20501113,19.95,0.12
20501114,7.26,0.19
20501115,5.25,0.91
20501116,4.33,0.62
20501117,0.02,0.80
20501118,0.00,0.73
20501119,0.03,0.72
20501120,5.01,0.61
20501121,0.08,0.69
20501122,0.53,0.46
20501123,9.50,0.42
20501124,2.89,0.70
20501125,5.73,0.28
20501126,2.59,0.17
20501127,1.99,0.21
20501128,6.42,0.36
20501129,2.11,0.20
20501130,21.59,0.16
20501201,7.22,0.33
20501202,2.46,0.15
20501203,2.15,0.38
20501204,10.18,0.24
20501205,3.89,0.17
20501206,1.65,0.33
20501207,7.55,0.11
20501208,7.29,0.13
20501209,2.22,0.27
20501210,0.00,0.38
20501211,0.04,0.21
20501212,0.00,0.39
20501213,0.00,0.31
20501214,0.00,0.38
20501215,0.00,0.39
20501216,0.00,0.35
20501217,0.29,0.13
20501218,4.04,0.22
20501219,1.25,0.17
20501220,0.09,0.18
20501221,0.00,0.33
20501222,0.09,0.31
20501223,4.30,0.27
20501224,0.05,0.39
20501225,0.43,0.13
20501226,4.43,0.16
20501227,3.41,0.26
20501228,2.36,0.21
20501229,0.76,0.28
20501230,10.79,0.09
20501231,1.27,0.54
20510101,1.27,0.24
20510102,7.07,0.10
20510103,1.25,0.12
20510104,3.30,0.30
20510105,0.00,0.20
20510106,0.06,0.38
20510107,0.00,0.21
20510108,0.10,0.16
20510109,12.25,0.12
20510110,11.03,0.20
20510111,0.34,0.24
20510112,2.60,0.10
20510113,0.88,0.11
20510114,1.84,0.14
20510115,0.02,0.35
20510116,4.47,0.09
20510117,0.02,0.41
20510118,0.74,0.22
20510119,3.01,0.13
20510120,6.80,0.10
20510121,4.05,0.46
20510122,0.80,0.48
20510123,0.70,0.25
20510124,4.00,0.21
20510125,0.16,0.36
20510126,0.04,0.42
20510127,0.00,0.47
20510128,0.00,0.54
20510129,0.00,0.67
20510130,0.00,0.67
20510131,0.00,0.71
20510201,0.00,0.65
20510202,1.36,0.32
20510203,0.00,0.52
20510204,1.55,0.32
20510205,2.48,0.58
20510206,18.23,0.15
20510207,2.15,0.21
20510208,0.10,0.19
20510209,0.00,0.39
20510210,0.00,0.69
20510211,0.00,0.70
20510212,0.00,0.46
20510213,0.00,0.67
20510214,0.00,0.93
20510215,0.19,0.42
20510216,0.08,0.66
20510217,10.29,0.30
20510218,13.87,0.24
20510219,0.00,0.72
20510220,0.00,0.90
20510221,0.00,1.06
20510222,0.00,0.55
20510223,1.17,0.35
20510224,0.39,1.05
20510225,6.28,0.20
20510226,2.24,0.51
20510227,0.00,0.97
20510228,0.00,1.37
20510301,0.21,0.46
20510302,3.36,0.49
20510303,0.01,0.74
20510304,0.02,1.52
20510305,0.06,0.74
20510306,0.08,0.80
20510307,0.00,1.80
20510308,0.04,1.69
20510309,1.22,1.26
20510310,2.91,1.18
20510311,5.40,1.12
20510312,0.00,1.76
20510313,11.34,0.64
20510314,0.10,1.19
20510315,5.57,0.51
20510316,10.82,0.52
20510317,1.28,0.83
20510318,5.14,0.57
20510319,1.00,1.35
20510320,0.07,0.90
20510321,3.60,1.70
20510322,0.06,1.46
20510323,0.37,1.64
20510324,0.58,1.81
20510325,2.23,1.11
20510326,5.60,0.66
20510327,0.01,1.29
20510328,0.00,2.66
20510329,0.00,1.64
20510330,0.01,1.58
20510331,19.13,0.32
20510401,1.39,0.74
20510402,0.02,1.71
20510403,1.37,1.86
20510404,17.31,1.11
20510405,7.14,0.85
20510406,2.18,1.79
20510407,1.54,1.08
20510408,0.00,2.07
20510409,0.00,2.78
20510410,7.44,0.87
20510411,0.07,2.21
20510412,1.49,1.10
20510413,5.83,1.39
20510414,5.65,1.17
20510415,0.00,1.38
20510416,0.00,3.35
20510417,0.00,3.67
20510418,0.00,3.47
20510419,0.00,3.77
20510420,0.56,3.26
20510421,0.42,2.66
20510422,4.99,2.72
20510423,3.36,1.96
20510424,0.65,2.37
20510425,0.04,2.59
20510426,0.00,2.07
20510427,0.00,3.67
20510428,0.00,4.23
20510429,0.03,2.59
20510430,0.00,4.27
20510501,0.00,4.06
20510502,0.00,4.04
20510503,1.26,2.22
20510504,0.12,3.61
20510505,0.00,4.74
20510506,0.01,2.51
20510507,1.67,2.15
20510508,8.02,1.55
20510509,3.48,1.71
20510510,0.34,0.97
20510511,0.01,2.87
20510512,0.09,1.30
20510513,0.07,1.90
20510514,9.21,1.94
20510515,4.69,0.74
20510516,7.72,1.12
20510517,0.89,4.12
20510518,7.10,3.73
20510519,7.81,2.05
20510520,0.00,4.42
20510521,0.00,4.51
20510522,0.00,4.66
20510523,0.00,4.97
20510524,0.00,5.32
20510525,0.46,5.57
20510526,0.00,4.32
20510527,0.00,4.97
20510528,0.00,3.79
20510529,0.20,3.99
20510530,18.82,4.39
20510531,1.55,1.13
20510601,1.05,1.44
20510602,0.03,3.14
20510603,8.85,1.64
20510604,0.18,3.53
20510605,0.63,1.57
20510606,0.16,3.20
20510607,0.16,1.76
20510608,0.02,2.84
20510609,0.00,5.31
20510610,0.00,5.20
20510611,0.02,3.10
20510612,0.44,2.21
20510613,0.04,2.57
20510614,0.00,5.26
20510615,0.46,4.57
20510616,13.06,1.72
20510617,0.04,1.73
20510618,2.11,3.31
20510619,1.29,2.28
20510620,0.22,2.09
20510621,0.04,2.07
20510622,0.00,4.63
20510623,0.00,5.54
20510624,6.27,5.43
20510625,1.65,1.36
20510626,0.48,3.01
20510627,0.04,2.51
20510628,0.00,4.03
20510629,0.02,4.81
20510630,0.10,5.23
20510701,0.00,4.06
20510702,0.00,4.21
20510703,0.02,2.47
20510704,19.52,2.51
20510705,0.02,2.96
20510706,4.43,1.34
20510707,0.75,2.54
20510708,0.05,2.54
20510709,0.52,2.00
20510710,0.87,1.38
20510711,0.23,2.05
20510712,0.04,3.08
20510713,7.42,5.27
20510714,0.70,4.11
20510715,9.59,2.28
20510716,8.01,3.29
20510717,3.05,3.56
20510718,0.37,2.37
20510719,0.01,3.56
20510720,12.06,1.84
20510721,3.11,2.44
20510722,7.44,0.99
20510723,0.05,2.15
20510724,0.70,2.41
20510725,29.06,0.77
20510726,11.48,1.59
20510727,1.60,2.18
20510728,0.42,2.67
20510729,0.87,1.53
20510730,0.13,1.40
20510731,0.30,2.31
20510801,0.01,4.35
20510802,0.00,5.00
20510803,0.00,5.00
20510804,0.00,3.84
20510805,0.01,4.20
20510806,0.29,2.24
20510807,0.04,3.48
20510808,0.00,4.69
20510809,0.00,4.90
20510810,1.93,4.53
20510811,16.15,4.68
20510812,6.83,3.60
20510813,0.06,3.60
20510814,0.54,3.12
20510815,5.78,3.15
20510816,0.05,4.46
20510817,0.00,4.48
20510818,16.26,2.26
20510819,0.71,1.79
20510820,2.99,1.81
20510821,0.43,2.69
20510822,1.73,0.95
20510823,1.76,2.12
20510824,0.31,2.70
20510825,6.50,1.38
20510826,1.88,2.33
20510827,0.26,1.47
20510828,0.19,2.89
20510829,0.07,2.94
20510830,0.00,3.59
20510831,0.00,3.96
20510901,0.00,3.89
20510902,0.00,3.81
20510903,0.00,3.76
20510904,0.00,3.72
20510905,0.00,3.65
20510906,0.00,3.53
20510907,0.00,3.36
20510908,0.00,3.32
20510909,0.00,2.73
20510910,2.82,2.46
20510911,0.08,2.17
20510912,0.00,2.64
20510913,0.00,3.06
20510914,0.38,1.21
20510915,1.59,2.35
20510916,3.38,1.73
20510917,0.14,1.67
20510918,0.00,2.84
20510919,5.93,1.30
20510920,8.36,2.60
20510921,0.66,1.28
20510922,9.91,1.16
20510923,15.49,0.91
20510924,7.18,0.89
20510925,0.08,1.18
20510926,0.06,1.33
20510927,0.38,1.17
20510928,0.22,0.89
20510929,3.10,0.52
20510930,0.96,0.92
20511001,0.01,1.66
20511002,2.71,0.93
20511003,1.20,1.25
20511004,2.84,1.32
20511005,6.36,1.61
20511006,2.70,1.13
20511007,8.37,0.97
20511008,2.41,0.95
20511009,1.65,1.25
20511010,44.36,0.19
20511011,8.59,1.39
20511012,4.32,1.01
20511013,5.61,1.06
20511014,11.54,0.73
20511015,10.54,0.83
20511016,7.04,0.66
20511017,5.11,0.58
20511018,1.37,0.90
20511019,0.16,0.83
20511020,0.01,1.14
20511021,17.10,1.18
20511022,0.02,0.81
20511023,0.00,1.38
20511024,0.00,1.39
20511025,0.16,1.01
20511026,10.84,0.44
20511027,9.32,0.35
20511028,3.52,0.98
20511029,6.19,0.77
20511030,0.45,0.41
20511031,3.61,0.52
20511101,10.68,0.17
20511102,7.72,0.80
20511103,0.59,0.71
20511104,4.35,0.50
20511105,4.39,0.76
20511106,0.00,0.94
20511107,1.02,0.57
20511108,0.19,0.71
20511109,0.08,0.60
20511110,1.12,0.29
20511111,12.26,0.35
20511112,0.72,0.48
20511113,0.04,0.28
20511114,5.20,0.16
20511115,1.22,0.34
20511116,0.20,0.32
20511117,0.77,0.16
20511118,0.39,0.18
20511119,0.45,0.32
20511120,2.19,0.30
20511121,0.84,0.27
20511122,5.22,0.10
20511123,5.68,0.43
20511124,1.28,0.26
20511125,2.65,0.45
20511126,3.14,0.17
20511127,0.96,0.17
20511128,1.77,0.17
20511129,0.63,0.25
20511130,0.45,0.24
20511201,2.93,0.15
20511202,0.17,0.11
20511203,0.46,0.21
20511204,0.21,0.16
20511205,0.19,0.18
20511206,0.43,0.14
20511207,1.20,0.18
20511208,2.32,0.10
20511209,12.20,0.10
20511210,0.39,0.30
20511211,4.25,0.10
20511212,2.40,0.15
20511213,10.19,0.10
20511214,5.61,0.22
20511215,1.35,0.16
20511216,0.09,0.48
20511217,0.26,0.15
20511218,0.46,0.13
20511219,0.13,0.18
20511220,0.00,0.41
20511221,0.00,0.40
20511222,0.00,0.38
20511223,0.00,0.38
20511224,0.00,0.39
20511225,0.00,0.44
20511226,0.14,0.44
20511227,7.45,0.26
20511228,1.08,0.31
20511229,6.37,0.23
20511230,5.79,0.09
20511231,1.49,0.19
20520101,16.50,0.10
20520102,2.61,0.23
20520103,0.08,0.30
20520104,8.51,0.03
20520105,1.49,0.15
20520106,0.00,0.34
20520107,3.32,0.24
20520108,6.17,0.11
20520109,1.85,0.22
20520110,0.35,0.29
20520111,0.57,0.15
20520112,1.02,0.17
20520113,0.03,0.36
20520114,2.65,0.13
20520115,0.92,0.32
20520116,0.00,0.50
20520117,0.03,0.39
20520118,0.00,0.52
20520119,0.00,0.51
20520120,0.04,0.17
20520121,0.00,0.52
20520122,1.73,0.09
20520123,0.01,0.58
20520124,0.00,0.34
20520125,1.87,0.29
20520126,0.19,0.14
20520127,0.02,0.25
20520128,0.03,0.40
20520129,0.02,0.23
20520130,0.00,0.70
20520131,0.00,0.78
20520201,0.00,0.68
20520202,9.09,0.11
20520203,0.02,0.23
20520204,5.61,0.49
20520205,0.27,0.25
20520206,0.84,0.25
20520207,0.35,0.37
20520208,0.00,0.70
20520209,0.00,0.86
20520210,0.00,0.90
20520211,0.13,0.76
20520212,0.00,0.26
20520213,3.54,0.40
20520214,0.00,0.70
20520215,0.02,0.36
20520216,0.00,0.59
20520217,22.83,0.17
20520218,1.78,0.76
20520219,23.56,0.22
20520220,5.53,0.83
20520221,9.29,0.56
20520222,3.27,0.36
20520223,11.94,0.24
20520224,0.04,1.18
20520225,0.13,0.41
20520226,1.82,0.68
20520227,0.00,0.67
20520228,0.97,1.27
20520229,1.59,0.82
20520301,1.80,0.54
20520302,0.01,0.78
20520303,0.00,1.00
20520304,0.00,0.98
20520305,0.94,0.24
20520306,0.03,1.04
20520307,13.08,0.39
20520308,3.11,1.11
20520309,4.95,0.79
20520310,11.87,0.27
20520311,19.61,0.29
20520312,5.12,0.47
20520313,0.29,0.84
20520314,0.35,0.97
20520315,0.01,0.76
20520316,1.14,0.33
20520317,0.11,0.59
20520318,0.00,2.33
20520319,0.00,2.54
20520320,0.00,2.62
20520321,0.00,2.61
20520322,0.00,2.54
20520323,0.00,1.19
20520324,0.00,2.45
20520325,0.00,1.32
20520326,0.07,2.15
20520327,0.01,1.43
20520328,0.00,0.96
20520329,0.26,2.08
20520330,0.41,0.90
20520331,3.77,0.61
20520401,2.31,1.20
20520402,3.62,0.70
20520403,0.03,1.19
20520404,1.94,1.68
20520405,2.41,1.14
20520406,1.57,1.04
20520407,0.03,2.06
20520408,0.11,0.92
20520409,0.00,2.20
20520410,0.00,2.05
20520411,0.00,2.23
20520412,0.00,2.31
20520413,0.00,2.21
20520414,0.00,2.50
20520415,0.01,2.72
20520416,0.00,3.31
20520417,0.00,2.26
20520418,0.00,2.65
20520419,2.00,3.20
20520420,3.98,1.31
20520421,0.00,2.79
20520422,0.00,1.55
20520423,0.00,1.96
20520424,0.00,3.50
20520425,0.00,3.76
20520426,0.00,3.89
20520427,0.00,3.80
20520428,0.00,3.08
20520429,0.52,2.96
20520430,0.44,1.87
20520501,0.36,0.99
20520502,1.44,0.89
20520503,0.09,1.18
20520504,0.00,3.82
20520505,1.97,3.43
20520506,1.67,1.30
20520507,4.05,1.75
20520508,0.03,2.04
20520509,2.05,3.14
20520510,3.54,1.49
20520511,4.06,1.63
20520512,1.40,4.01
20520513,0.04,3.88
20520514,0.12,2.22
20520515,0.05,3.60
20520516,0.52,1.06
20520517,0.12,1.19
20520518,0.44,1.02
20520519,0.02,2.11
20520520,0.00,4.15
20520521,0.00,5.06
20520522,0.00,5.18
20520523,0.00,5.14
20520524,0.00,5.09
20520525,0.00,5.08
20520526,0.00,5.13
20520527,0.00,4.94
20520528,0.00,4.78
20520529,0.00,4.15
20520530,0.00,5.21
20520531,1.33,1.23
20520601,0.00,2.83
20520602,0.00,5.19
20520603,0.00,5.20
20520604,0.00,4.77
20520605,0.08,3.86
20520606,0.00,4.42
20520607,0.00,3.46
20520608,0.15,1.95
20520609,0.00,3.90
20520610,0.14,3.72
20520611,0.00,3.83
20520612,0.00,4.13
20520613,0.00,3.79
20520614,0.00,4.62
20520615,0.18,3.80
20520616,0.00,3.76
20520617,0.00,5.36
20520618,0.00,4.59
20520619,0.00,3.61
20520620,10.69,1.05
20520621,0.00,3.61
20520622,14.69,3.26
20520623,4.15,2.07
20520624,34.59,0.62
20520625,1.31,1.51
20520626,16.94,0.84
20520627,2.56,2.83
20520628,0.00,4.43
20520629,0.50,2.93
20520630,5.75,3.85
20520701,2.64,2.93
20520702,7.33,1.36
20520703,10.24,3.29
20520704,18.01,1.21
20520705,7.43,2.14
20520706,5.30,2.45
20520707,0.06,4.10
20520708,20.12,4.02
20520709,9.42,1.74
20520710,0.96,2.93
20520711,4.37,3.31
20520712,0.82,3.84
20520713,0.20,3.70
20520714,0.28,2.20
20520715,0.23,2.49
20520716,4.12,1.74
20520717,0.77,1.82
20520718,2.04,3.15
20520719,18.80,2.82
20520720,2.34,1.50
20520721,1.95,1.67
20520722,0.11,3.60
20520723,0.01,3.24
20520724,17.00,1.04
20520725,0.80,1.55
20520726,0.00,4.14
20520727,0.00,4.09
20520728,0.00,4.95
20520729,4.43,3.34
20520730,0.26,2.67
20520731,0.00,4.79
20520801,10.02,4.62
20520802,8.30,3.47
20520803,0.46,3.28
20520804,7.68,2.25
20520805,5.83,1.91
20520806,0.04,2.66
20520807,0.01,3.28
20520808,0.00,3.59
20520809,0.00,3.54
20520810,0.08,3.31
20520811,0.03,3.47
20520812,1.50,1.89
20520813,0.75,2.25
20520814,0.45,1.98
20520815,9.82,2.42
20520816,1.25,1.40
20520817,0.31,2.62
20520818,0.48,4.33
20520819,6.36,2.19
20520820,8.51,2.31
20520821,0.03,3.24
20520822,0.00,4.10
20520823,1.01,3.99
20520824,0.06,3.00
20520825,0.00,4.10
20520826,0.17,3.62
20520827,0.00,3.90
20520828,0.45,3.92
20520829,4.00,3.82
20520830,5.20,0.76
20520831,3.94,2.10
20520901,4.25,1.20
20520902,3.94,0.74
20520903,0.02,2.37
20520904,0.65,3.58
20520905,1.93,2.44
20520906,0.13,1.53
20520907,0.01,3.30
20520908,0.00,3.47
20520909,0.00,3.46
20520910,0.00,3.39
20520911,0.00,3.28
20520912,0.00,3.32
20520913,0.00,3.28
20520914,0.00,3.23
20520915,0.00,3.17
20520916,0.01,3.13
20520917,0.07,1.63
20520918,0.00,2.78
20520919,0.00,2.92
20520920,2.79,2.09
20520921,11.39,0.61
20520922,1.93,0.78
20520923,4.83,0.99
20520924,5.39,0.95
20520925,9.45,1.10
20520926,1.96,1.26
20520927,1.31,0.83
20520928,0.29,1.23
20520929,3.76,0.58
20520930,0.60,1.20
20521001,17.78,0.37
20521002,7.29,0.39
20521003,17.07,0.58
20521004,6.48,1.18
20521005,4.42,1.13
20521006,2.02,0.62
20521007,3.20,0.65
20521008,15.63,1.25
20521009,6.56,1.27
20521010,9.32,0.68
20521011,8.98,0.24
20521012,7.51,0.85
20521013,0.02,0.71
20521014,0.00,1.55
20521015,0.07,0.89
20521016,9.76,0.35
20521017,8.18,0.48
20521018,4.10,0.56
20521019,5.40,0.98
20521020,1.85,0.79
20521021,5.86,0.34
20521022,0.15,0.48
20521023,2.47,0.42
20521024,0.07,0.61
20521025,0.00,1.01
20521026,0.00,0.96
20521027,0.00,0.36
20521028,0.00,0.83
20521029,6.31,0.30
20521030,6.14,0.30
20521031,0.47,0.47
20521101,7.64,0.15
20521102,0.04,0.52
20521103,1.15,0.25
20521104,0.01,0.46
20521105,0.00,0.81
20521106,0.00,0.86
20521107,0.91,0.55
20521108,0.80,0.62
20521109,3.11,0.37
20521110,0.02,0.66
20521111,0.15,0.30
20521112,0.00,0.38
20521113,0.00,0.76
20521114,0.00,0.73
20521115,0.00,0.71
20521116,0.00,0.60
20521117,8.94,0.65
20521118,0.59,0.34
20521119,0.01,0.28
20521120,0.03,0.25
20521121,0.00,0.57
20521122,2.29,0.18
20521123,0.24,0.35
20521124,0.68,0.15
20521125,0.00,0.61
20521126,0.18,0.36
20521127,0.05,0.25
20521128,0.09,0.36
20521129,0.17,0.60
20521130,4.13,0.43
20521201,0.26,0.17
20521202,0.01,0.41
20521203,0.39,0.15
20521204,1.70,0.26
20521205,2.23,0.30
20521206,0.07,0.52
20521207,0.30,0.19
20521208,0.28,0.15
20521209,0.00,0.21
20521210,0.00,0.46
20521211,1.18,0.16
20521212,1.36,0.17
20521213,0.49,0.14
20521214,0.00,0.40
20521215,11.62,0.12
20521216,0.00,0.42
20521217,0.14,0.42
20521218,0.01,0.21
20521219,3.01,0.18
20521220,0.00,0.47
20521221,1.79,0.46
20521222,10.14,0.45
20521223,8.16,0.08
20521224,0.14,0.40
20521225,0.09,0.18
20521226,0.00,0.28
20521227,0.52,0.13
20521228,0.66,0.15
20521229,0.02,0.45
20521230,0.00,0.46
20521231,0.00,0.20
20530101,0.02,0.41
20530102,0.11,0.18
20530103,1.01,0.13
20530104,0.46,0.12
20530105,2.14,0.11
20530106,11.44,0.09
20530107,0.59,0.34
20530108,0.58,0.12
20530109,1.15,0.27
20530110,2.46,0.21
20530111,0.13,0.21
20530112,0.16,0.25
20530113,0.13,0.21
20530114,0.18,0.14
20530115,0.04,0.25
20530116,0.21,0.24
20530117,0.02,0.47
20530118,0.32,0.34
20530119,0.16,0.23
20530120,11.14,0.22
20530121,3.06,0.45
20530122,0.01,0.31
20530123,4.94,0.23
20530124,5.04,0.38
20530125,1.28,0.30
20530126,2.37,0.18
20530127,2.02,0.32
20530128,4.32,0.19
20530129,1.91,0.25
20530130,2.94,0.21
20530131,1.28,0.19
20530201,0.14,0.21
20530202,3.20,0.24
20530203,0.07,0.52
20530204,2.97,0.12
20530205,0.00,0.81
20530206,0.00,1.02
20530207,0.00,1.06
20530208,0.66,1.09
20530209,1.09,0.39
20530210,1.43,0.90
20530211,0.00,0.83
20530212,0.00,0.71
20530213,0.00,0.42
20530214,0.00,0.51
20530215,0.00,0.80
20530216,2.16,0.22
20530217,0.00,0.57
20530218,0.00,1.01
20530219,0.00,0.96
20530220,0.00,1.04
20530221,0.00,0.37
20530222,0.00,0.41
20530223,0.00,0.52
20530224,0.00,1.21
20530225,0.11,0.91
20530226,0.00,0.83
20530227,2.40,0.60
20530228,1.08,0.75
20530301,1.29,0.60
20530302,0.00,0.98
20530303,0.26,0.73
20530304,0.14,1.45
20530305,8.72,1.58
20530306,24.12,0.79
20530307,0.15,0.82
20530308,0.00,0.99
20530309,0.13,1.34
20530310,1.29,0.57
20530311,0.00,1.69
20530312,0.00,1.16
20530313,0.07,1.31
20530314,0.39,0.95
20530315,0.00,1.03
20530316,5.36,0.41
20530317,0.96,0.43
20530318,1.96,0.77
20530319,2.68,1.19
20530320,0.03,0.75
20530321,5.47,0.29
20530322,8.45,0.50
20530323,5.28,0.62
20530324,8.46,1.05
20530325,0.20,0.95
20530326,0.00,1.77
20530327,0.02,1.53
20530328,0.04,0.69
20530329,14.73,0.46
20530330,6.40,1.52
20530331,3.46,0.45
20530401,0.00,2.40
20530402,0.00,2.40
20530403,0.00,1.84
20530404,0.00,2.53
20530405,0.00,2.75
20530406,0.00,2.76
20530407,0.01,2.21
20530408,0.00,2.62
20530409,0.00,2.58
20530410,0.03,1.19
20530411,0.02,2.27
20530412,0.03,3.29
20530413,0.00,3.61
20530414,0.00,3.89
20530415,0.00,4.02
20530416,0.00,4.08
20530417,0.34,3.60
20530418,0.00,3.27
20530419,0.00,2.14
20530420,0.00,1.87
20530421,0.00,3.64
20530422,17.10,1.89
20530423,1.22,2.22
20530424,0.00,2.55
20530425,0.66,3.73
20530426,1.69,2.35
20530427,0.00,2.27
20530428,0.00,3.05
20530429,0.27,2.87
20530430,2.31,1.50
20530501,3.63,1.57
20530502,0.39,1.69
20530503,12.05,2.35
20530504,1.46,1.54
20530505,0.00,2.88
20530506,0.00,4.30
20530507,8.55,0.81
20530508,0.90,1.44
20530509,17.98,0.76
20530510,0.00,4.16
20530511,0.00,3.01
20530512,0.03,1.32
20530513,0.00,2.87
20530514,0.00,3.96
20530515,1.77,2.11
20530516,28.09,2.15
20530517,2.72,1.69
20530518,3.46,3.37
20530519,0.01,3.00
20530520,2.37,2.13
20530521,1.13,3.35
20530522,11.89,1.05
20530523,0.00,3.68
20530524,0.41,4.34
20530525,21.37,0.62
20530526,5.63,1.92
20530527,0.67,3.11
20530528,0.17,2.18
20530529,0.00,4.48
20530530,18.82,4.39
20530531,0.48,3.07
20530601,2.54,1.39
20530602,6.65,2.47
20530603,0.70,1.63
20530604,7.90,2.29
20530605,1.36,1.49
20530606,0.38,2.15
20530607,1.22,1.80
20530608,1.29,2.71
20530609,0.05,2.92
20530610,0.00,5.11
20530611,2.84,5.32
20530612,0.44,1.77
20530613,0.29,2.35
20530614,0.01,2.72
20530615,0.11,2.54
20530616,6.40,1.96
20530617,0.00,4.83
20530618,0.00,4.10
20530619,9.23,3.95
20530620,0.25,2.73
20530621,0.03,5.13
20530622,0.00,5.38
20530623,0.04,4.72
20530624,0.34,4.31
20530625,0.00,5.15
20530626,0.00,4.81
20530627,0.00,5.25
20530628,3.05,4.93
20530629,3.65,0.73
20530630,0.73,2.09
20530701,0.00,3.65
20530702,0.00,4.81
20530703,0.03,3.61
20530704,0.00,5.22
20530705,0.00,3.15
20530706,0.01,4.01
20530707,0.10,2.40
20530708,0.00,2.19
20530709,0.03,2.65
20530710,0.07,2.34
20530711,0.03,2.06
20530712,0.00,4.03
20530713,17.49,2.37
20530714,1.33,1.57
20530715,5.72,2.62
20530716,3.20,2.15
20530717,2.73,1.60
20530718,24.27,1.07
20530719,12.83,2.10
20530720,1.39,2.04
20530721,0.00,4.16
20530722,0.00,5.12
20530723,1.29,1.28
20530724,0.19,2.16
20530725,0.00,3.46
20530726,0.00,4.97
20530727,0.00,5.04
20530728,0.47,4.83
20530729,1.35,5.02
20530730,0.00,4.70
20530731,0.00,5.34
20530801,0.00,5.39
20530802,0.00,5.52
20530803,0.00,5.45
20530804,2.53,4.69
20530805,1.13,2.08
20530806,18.19,2.45
20530807,2.09,1.25
20530808,0.61,1.96
20530809,0.04,2.60
20530810,0.00,4.40
20530811,0.01,3.55
20530812,0.00,4.30
20530813,0.00,3.89
20530814,0.08,4.05
20530815,0.91,4.64
20530816,0.32,1.88
20530817,0.72,1.75
20530818,2.59,1.05
20530819,3.81,2.35
20530820,4.04,2.04
20530821,0.63,2.20
20530822,0.01,3.19
20530823,0.44,2.46
20530824,0.88,1.30
20530825,0.26,1.55
20530826,0.13,1.44
20530827,0.05,3.19
20530828,0.00,3.43
20530829,0.06,3.77
20530830,0.09,3.47
20530831,0.00,3.06
20530901,7.28,1.30
20530902,2.66,1.41
20530903,16.51,0.49
20530904,1.77,1.87
20530905,0.00,3.29
20530906,3.74,0.63
20530907,0.04,1.93
20530908,2.04,1.64
20530909,0.45,1.65
20530910,0.02,1.90
20530911,0.02,1.70
20530912,0.74,2.97
20530913,0.10,1.54
20530914,10.81,0.79
20530915,10.48,1.38
20530916,0.33,1.03
20530917,1.11,2.67
20530918,10.80,0.71
20530919,5.38,1.71
20530920,1.47,0.86
20530921,5.83,1.69
20530922,4.17,1.84
20530923,0.03,1.67
20530924,1.88,2.40
20530925,3.48,1.22
20530926,9.19,0.81
20530927,3.40,0.99
20530928,4.27,0.91
20530929,12.09,0.44
20530930,1.60,1.06
20531001,3.36,0.34
20531002,10.84,0.92
20531003,6.61,1.18
20531004,2.78,1.01
20531005,0.05,1.35
20531006,3.31,0.45
20531007,0.02,1.60
20531008,0.03,1.13
20531009,0.00,1.45
20531010,0.00,1.67
20531011,0.00,1.63
20531012,0.00,1.52
20531013,0.97,0.44
20531014,0.02,0.67
20531015,0.07,1.19
20531016,0.00,1.39
20531017,0.00,1.50
20531018,0.00,1.49
20531019,0.60,0.41
20531020,0.00,1.12
20531021,9.19,0.44
20531022,0.76,1.23
20531023,5.46,0.59
20531024,0.56,0.86
20531025,0.00,1.07
20531026,0.00,1.02
20531027,0.00,0.99
20531028,0.00,0.99
20531029,0.00,1.03
20531030,0.38,1.06
20531031,0.28,0.37
20531101,0.05,0.84
20531102,0.00,1.08
20531103,0.28,1.12
20531104,4.29,0.49
20531105,0.07,0.53
20531106,0.00,0.72
20531107,0.00,0.88
20531108,0.00,0.89
20531109,0.55,0.22
20531110,0.31,0.32
20531111,2.47,0.54
20531112,0.10,0.69
20531113,3.08,0.46
20531114,4.93,0.35
20531115,0.34,0.42
20531116,3.97,0.21
20531117,0.03,0.32
20531118,1.75,0.18
20531119,5.13,0.53
20531120,8.93,0.13
20531121,0.03,0.26
20531122,0.08,0.25
20531123,0.05,0.22
20531124,23.05,0.08
20531125,0.65,0.28
20531126,0.10,0.26
20531127,0.15,0.43
20531128,5.10,0.21
20531129,12.08,0.11
20531130,3.52,0.29
20531201,1.76,0.20
20531202,2.23,0.21
20531203,0.72,0.12
20531204,0.00,0.42
20531205,0.11,0.38
20531206,0.44,0.11
20531207,0.16,0.12
20531208,7.80,0.09
20531209,10.92,0.14
20531210,3.66,0.30
20531211,4.27,0.20
20531212,4.38,0.20
20531213,4.68,0.15
20531214,9.74,0.14
20531215,1.37,0.11
20531216,0.07,0.18
