date,P,ETpot
20500427,0.02,1.72
20500428,0.10,2.70
20500429,22.85,1.23
20500430,0.82,1.55
20500501,1.09,1.72
20500502,0.00,3.83
20500503,0.10,3.13
20500504,2.88,2.83
20500505,1.71,3.99
20500506,17.36,3.08
20500507,6.84,0.95
20500508,14.38,0.65
20500509,3.65,0.91
20500510,0.01,2.46
20500511,0.94,1.32
20500512,3.00,2.02
20500513,1.71,1.28
20500514,6.22,4.06
20500515,2.42,3.08
20500516,6.20,3.79
20500517,0.01,3.11
20500518,0.00,5.00
20500519,0.01,5.23
20500520,2.20,1.41
20500521,1.41,5.04
20500522,4.80,2.50
20500523,0.00,3.98
20500524,0.03,3.28
20500525,1.44,1.43
20500526,0.05,1.29
20500527,0.00,2.83
20500528,6.26,3.00
20500529,3.98,3.44
20500530,2.83,3.03
20500531,0.76,2.81
20500601,0.34,2.73
20500602,0.01,3.50
20500603,0.01,3.28
20500604,0.10,3.54
20500605,2.70,1.07
20500606,3.58,2.60
20500607,0.43,2.26
20500608,0.30,2.19
20500609,0.03,4.44
20500610,0.03,4.20
20500611,0.01,3.79
20500612,0.03,1.71
20500613,0.01,3.78
20500614,0.00,5.35
20500615,1.38,2.50
20500616,0.71,1.86
20500617,0.32,1.99
20500618,0.32,1.72
20500619,0.08,3.10
20500620,0.07,3.33
20500621,0.00,5.44
20500622,0.84,5.78
20500623,28.67,2.63
20500624,2.99,1.43
20500625,0.01,4.68
20500626,0.00,3.69
20500627,0.00,4.97
20500628,0.00,5.22
20500629,0.00,5.65
20500630,0.00,4.24
20500701,0.26,5.51
20500702,3.58,4.35
20500703,4.14,3.94
20500704,6.62,2.87
20500705,1.83,1.92
20500706,0.25,3.11
20500707,0.11,4.12
20500708,11.90,2.92
20500709,0.00,3.42
20500710,0.02,4.06
20500711,0.00,4.58
20500712,0.00,5.36
20500713,0.00,5.28
20500714,0.00,5.35
20500715,0.00,5.60
20500716,0.00,5.75
20500717,2.46,5.16
20500718,0.00,5.16
20500719,0.00,4.50
20500720,0.00,4.80
20500721,0.00,4.18
20500722,5.37,2.27
20500723,0.76,3.01
20500724,5.47,3.94
20500725,2.25,2.82
20500726,3.81,1.78
20500727,0.00,4.29
20500728,5.87,2.55
20500729,1.86,1.25
20500730,0.88,2.14
20500731,0.00,4.37
20500801,0.00,5.09
20500802,0.07,5.13
20500803,7.89,2.55
20500804,6.56,2.32
20500805,0.41,3.50
20500806,0.02,2.85
20500807,0.30,2.04
20500808,0.01,4.58
20500809,1.24,4.21
20500810,0.00,3.03
20500811,0.01,3.62
20500812,0.23,1.99
20500813,0.00,3.56
20500814,3.01,3.45
20500815,0.00,3.23
20500816,0.00,4.38
20500817,0.86,4.08
20500818,2.17,3.61
20500819,0.58,1.77
20500820,0.14,1.86
20500821,0.01,3.80
20500822,0.00,4.26
20500823,0.00,4.26
20500824,3.71,4.32
20500825,0.98,2.81
20500826,0.76,2.21
20500827,0.01,2.80
20500828,0.00,3.73
20500829,0.00,4.10
20500830,0.88,3.21
20500831,0.13,3.29
20500901,0.45,2.17
20500902,0.00,3.27
20500903,0.00,3.53
20500904,0.00,3.63
20500905,0.00,3.66
20500906,0.00,3.63
20500907,0.00,3.64
20500908,0.00,2.73
20500909,0.05,2.14
20500910,10.89,0.64
20500911,0.20,1.61
20500912,0.14,1.86
20500913,0.01,1.96
20500914,0.03,2.70
20500915,0.00,2.97
20500916,0.00,3.02
20500917,0.15,2.89
20500918,1.33,0.74
20500919,1.15,0.77
20500920,0.05,2.25
20500921,0.00,2.65
20500922,0.00,2.38
20500923,0.00,2.63
20500924,0.03,2.22
20500925,0.10,1.36
20500926,0.00,2.42
20500927,0.51,2.59
20500928,6.91,1.23
20500929,0.40,1.64
20500930,1.31,1.43
20501001,0.01,2.12
20501002,0.00,2.03
20501003,0.29,1.26
20501004,0.31,0.61
20501005,0.69,0.73
20501006,0.15,0.64
20501007,0.02,1.62
20501008,0.09,1.83
20501009,0.00,1.80
20501010,0.00,1.75
20501011,0.00,1.69
20501012,2.40,1.18
20501013,12.91,0.32
20501014,0.20,1.08
20501015,11.60,0.50
20501016,0.48,0.64
20501017,5.28,0.35
20501018,0.07,0.78
20501019,0.00,1.49
20501020,1.08,0.67
20501021,0.82,1.04
20501022,14.69,0.30
20501023,0.00,1.19
20501024,1.98,0.64
20501025,1.03,0.80
20501026,0.05,0.83
20501027,0.00,1.14
20501028,2.56,0.43
20501029,0.05,0.76
20501030,9.57,0.39
20501031,3.23,0.88
20501101,0.00,1.05
20501102,0.01,0.56
20501103,0.00,0.87
20501104,0.11,0.49
20501105,1.70,0.67
20501106,2.32,0.59
20501107,4.37,0.36
20501108,0.05,0.70
20501109,0.00,0.81
20501110,0.08,0.78
20501111,6.14,0.17
20501112,0.03,0.61
20501113,0.39,0.66
20501114,0.69,0.32
20501115,0.68,0.31
20501116,8.19,0.21
20501117,0.07,0.52
20501118,3.93,0.29
20501119,7.71,0.14
20501120,0.22,0.68
20501121,1.27,0.29
20501122,0.84,0.51
20501123,1.01,0.23
20501124,0.30,0.59
20501125,0.00,0.57
20501126,0.09,0.37
20501127,2.67,0.56
20501128,0.01,0.37
20501129,0.09,0.15
20501130,1.62,0.12
20501201,1.17,0.42
20501202,0.08,0.56
20501203,2.17,0.21
20501204,0.19,0.17
20501205,0.79,0.31
20501206,4.44,0.18
20501207,9.00,0.10
20501208,1.64,0.44
20501209,0.55,0.44
20501210,2.09,0.28
20501211,0.33,0.25
20501212,0.00,0.46
20501213,0.04,0.40
20501214,0.03,0.50
20501215,0.10,0.20
20501216,0.08,0.43
20501217,0.53,0.20
20501218,2.65,0.20
20501219,0.14,0.17
20501220,1.97,0.19
20501221,0.14,0.14
20501222,0.81,0.10
20501223,0.31,0.14
20501224,1.92,0.23
20501225,8.97,0.23
20501226,5.54,0.15
20501227,4.13,0.13
20501228,0.58,0.18
20501229,0.27,0.44
20501230,0.84,0.40
20501231,0.00,0.32
20510101,0.02,0.15
20510102,0.67,0.39
20510103,0.00,0.38
20510104,0.00,0.41
20510105,0.00,0.29
20510106,2.66,0.10
20510107,0.04,0.34
20510108,0.50,0.19
20510109,0.00,0.26
20510110,0.00,0.41
20510111,4.65,0.15
20510112,5.16,0.23
20510113,27.84,0.17
20510114,0.24,0.29
20510115,0.05,0.28
20510116,0.00,0.31
20510117,2.19,0.12
20510118,1.66,0.21
20510119,0.89,0.30
20510120,0.37,0.29
20510121,0.00,0.47
20510122,0.00,0.46
20510123,0.02,0.45
20510124,0.65,0.18
20510125,0.24,0.16
20510126,0.05,0.21
20510127,0.54,0.20
20510128,0.01,0.25
20510129,0.84,0.17
20510130,0.62,0.18
20510131,7.43,0.60
20510201,0.98,0.48
20510202,3.93,0.20
20510203,5.67,0.14
20510204,2.77,0.38
20510205,5.94,0.30
20510206,3.10,0.24
20510207,0.36,0.21
20510208,1.75,0.22
20510209,0.00,0.80
20510210,0.00,0.40
20510211,0.00,0.51
20510212,0.00,0.81
20510213,3.67,0.41
20510214,13.71,0.13
20510215,13.54,0.22
20510216,0.00,1.33
20510217,0.08,0.56
20510218,2.12,0.68
20510219,7.80,0.48
20510220,2.17,0.39
20510221,0.76,0.36
20510222,0.24,0.66
20510223,0.00,0.75
20510224,0.00,1.41
20510225,3.38,0.58
20510226,0.00,1.50
20510227,0.00,0.75
20510228,4.55,0.66
20510301,0.09,0.62
20510302,0.86,1.07
20510303,0.01,0.65
20510304,0.08,0.95
20510305,0.63,0.94
20510306,0.00,1.68
20510307,6.24,0.62
20510308,0.06,0.38
20510309,0.02,0.63
20510310,0.01,0.72
20510311,1.62,0.49
20510312,7.04,0.52
20510313,0.30,0.83
20510314,0.05,1.09
20510315,0.23,1.16
20510316,3.97,1.06
20510317,0.10,1.00
20510318,0.23,0.99
20510319,0.00,1.28
20510320,0.00,2.01
20510321,4.69,0.42
20510322,0.56,1.31
20510323,17.66,0.33
20510324,1.55,0.73
20510325,5.47,0.41
20510326,6.99,0.89
20510327,0.81,0.97
20510328,0.00,1.48
20510329,0.00,2.59
20510330,0.11,1.73
20510331,0.17,0.84
20510401,2.48,0.92
20510402,17.95,0.72
20510403,0.00,1.59
20510404,3.24,1.71
20510405,22.25,1.16
20510406,0.00,2.48
20510407,0.00,1.93
20510408,0.00,1.64
20510409,0.01,1.56
20510410,0.00,1.96
20510411,0.00,2.93
20510412,0.00,3.33
20510413,0.00,2.90
20510414,0.00,3.13
20510415,0.00,3.02
20510416,0.00,2.44
20510417,0.00,1.81
20510418,0.00,2.31
20510419,0.00,1.35
20510420,0.00,1.77
20510421,0.00,1.69
20510422,0.00,3.23
20510423,1.37,1.28
20510424,0.11,2.00
20510425,1.44,1.57
20510426,5.70,1.23
20510427,8.27,1.43
20510428,1.62,1.24
20510429,0.22,2.62
20510430,1.30,1.39
20510501,4.47,0.73
20510502,1.50,2.55
20510503,0.09,1.28
20510504,0.00,1.79
20510505,0.00,3.64
20510506,0.00,4.28
20510507,0.00,4.54
20510508,0.11,3.12
20510509,0.00,4.36
20510510,0.00,3.83
20510511,0.00,4.21
20510512,0.00,3.22
20510513,0.00,3.58
20510514,0.00,4.37
20510515,7.87,3.73
20510516,2.14,1.16
20510517,0.00,4.44
20510518,0.00,5.24
20510519,10.03,4.58
20510520,1.39,1.16
20510521,9.03,0.57
20510522,0.06,1.45
20510523,1.36,1.87
20510524,0.00,1.86
20510525,0.00,2.53
20510526,0.07,1.56
20510527,0.01,4.05
20510528,0.00,5.22
20510529,1.38,4.64
20510530,0.00,4.87
20510531,0.00,5.44
20510601,0.00,4.59
20510602,0.46,4.25
20510603,0.12,4.57
20510604,0.61,4.19
20510605,3.28,3.66
20510606,0.05,4.24
20510607,0.03,2.67
20510608,0.19,3.75
20510609,0.04,3.61
20510610,0.87,2.73
20510611,0.34,1.98
20510612,0.00,3.72
20510613,0.00,5.42
20510614,0.00,5.66
20510615,0.00,5.84
20510616,0.00,5.94
20510617,0.00,5.78
20510618,0.00,5.76
20510619,0.00,4.85
20510620,1.11,3.75
20510621,0.00,4.57
20510622,3.72,3.95
20510623,2.29,4.13
20510624,0.00,5.07
20510625,0.03,4.99
20510626,2.95,4.90
20510627,5.43,3.07
20510628,0.25,5.19
20510629,21.97,3.90
20510630,1.33,3.83
20510701,1.03,3.45
20510702,0.00,5.52
20510703,3.70,5.94
20510704,0.07,3.66
20510705,0.00,4.75
20510706,0.00,4.77
20510707,0.17,2.37
20510708,0.01,4.56
20510709,0.00,4.84
20510710,0.09,1.06
20510711,0.44,2.39
20510712,6.66,3.66
20510713,14.24,1.99
20510714,0.06,2.87
20510715,0.00,4.96
20510716,0.00,3.44
20510717,0.00,5.36
20510718,0.00,5.08
20510719,0.00,3.62
20510720,0.00,5.35
20510721,0.00,5.52
20510722,0.00,5.66
20510723,3.76,5.03
20510724,6.12,4.64
20510725,0.58,2.58
20510726,1.97,1.38
20510727,0.21,1.76
20510728,0.00,2.83
20510729,0.00,4.36
20510730,0.00,4.94
20510731,4.05,5.15
20510801,17.51,3.62
20510802,0.12,2.14
20510803,3.43,1.81
20510804,11.15,1.98
20510805,0.01,4.37
20510806,0.17,3.69
20510807,4.20,2.09
20510808,3.17,1.67
20510809,14.02,2.82
20510810,0.89,2.30
20510811,0.02,3.10
20510812,13.57,2.84
20510813,4.66,1.78
20510814,0.93,2.85
20510815,3.11,1.76
20510816,0.79,1.54
20510817,0.02,3.26
20510818,3.94,1.83
20510819,2.19,2.00
20510820,0.18,3.23
20510821,1.65,0.98
20510822,0.04,2.61
20510823,0.00,4.20
20510824,0.00,4.33
20510825,0.00,4.39
20510826,0.00,4.41
20510827,0.00,4.39
20510828,0.00,4.30
20510829,0.04,3.99
20510830,0.02,3.57
20510831,0.00,3.50
20510901,0.00,3.65
20510902,0.37,1.43
20510903,0.00,3.47
20510904,0.00,3.68
20510905,0.04,3.63
20510906,18.19,2.57
20510907,1.46,2.12
20510908,0.25,1.90
20510909,0.25,1.67
20510910,0.00,1.81
20510911,0.02,1.70
20510912,0.05,2.03
20510913,0.00,2.44
20510914,0.53,1.08
20510915,1.34,1.28
20510916,0.07,1.41
20510917,1.03,0.95
20510918,0.00,2.06
20510919,0.52,1.91
20510920,0.11,1.88
20510921,1.11,1.19
20510922,1.04,1.01
20510923,0.09,1.75
20510924,0.00,2.09
20510925,0.69,1.37
20510926,2.88,0.76
20510927,0.02,1.78
20510928,0.00,2.31
20510929,1.30,2.34
20510930,4.01,1.22
20511001,0.47,0.67
20511002,0.06,0.86
20511003,0.00,1.95
20511004,0.00,1.90
20511005,0.00,2.05
20511006,2.58,1.60
20511007,32.29,0.39
20511008,4.07,0.84
20511009,0.00,1.20
20511010,3.56,0.36
20511011,25.89,1.06
20511012,7.34,1.34
20511013,0.03,0.75
20511014,0.00,1.70
20511015,11.29,0.45
20511016,0.04,1.18
20511017,0.90,0.45
20511018,0.41,0.53
20511019,0.00,1.47
20511020,0.00,1.50
20511021,0.00,1.47
20511022,0.39,0.62
20511023,0.02,1.45
20511024,0.00,1.24
20511025,0.47,0.89
20511026,0.01,0.85
20511027,0.70,0.61
20511028,0.00,1.16
20511029,0.00,0.81
20511030,28.38,0.16
20511031,2.04,0.54
20511101,4.74,0.35
20511102,4.45,0.26
20511103,25.57,0.14
20511104,0.28,0.74
20511105,12.29,0.30
20511106,2.41,0.76
20511107,1.81,0.65
20511108,0.70,0.64
20511109,1.63,0.45
20511110,3.46,0.48
20511111,0.12,0.36
20511112,0.04,0.56
20511113,1.69,0.34
20511114,2.25,0.36
20511115,0.61,0.58
20511116,1.15,0.34
20511117,0.39,0.32
20511118,2.05,0.22
20511119,0.99,0.28
20511120,1.21,0.21
20511121,2.34,0.77
20511122,4.84,0.26
20511123,7.75,0.41
20511124,0.15,0.26
20511125,2.35,0.47
20511126,0.15,0.36
20511127,0.07,0.53
20511128,5.08,0.23
20511129,0.13,0.34
20511130,9.69,0.23
20511201,0.14,0.19
20511202,3.39,0.26
20511203,1.61,0.17
20511204,0.90,0.46
20511205,0.18,0.11
20511206,4.75,0.31
20511207,0.07,0.35
20511208,1.82,0.09
20511209,0.00,0.44
20511210,0.02,0.35
20511211,6.32,0.18
20511212,0.37,0.25
20511213,0.01,0.24
20511214,0.00,0.42
20511215,0.41,0.19
20511216,0.05,0.21
20511217,1.21,0.13
20511218,1.09,0.24
20511219,2.93,0.23
20511220,3.80,0.18
20511221,2.27,0.27
20511222,0.64,0.12
20511223,0.03,0.22
20511224,0.01,0.27
20511225,0.02,0.17
20511226,0.11,0.11
20511227,0.01,0.13
20511228,0.00,0.31
20511229,0.01,0.16
20511230,0.02,0.15
20511231,0.00,0.40
20520101,0.00,0.31
20520102,0.01,0.16
20520103,0.06,0.18
20520104,5.00,0.20
20520105,1.31,0.14
20520106,2.10,0.28
20520107,5.72,0.17
20520108,0.62,0.26
20520109,0.02,0.15
20520110,0.00,0.39
20520111,0.00,0.41
20520112,0.00,0.42
20520113,3.54,0.20
20520114,1.83,0.28
20520115,10.56,0.08
20520116,3.63,0.19
20520117,3.14,0.10
20520118,2.81,0.09
20520119,0.31,0.17
20520120,0.00,0.51
20520121,0.00,0.41
20520122,0.00,0.35
20520123,0.02,0.36
20520124,0.00,0.31
20520125,0.00,0.45
20520126,0.76,0.14
20520127,0.30,0.20
20520128,11.43,0.13
20520129,1.96,0.28
20520130,2.98,0.12
20520131,0.20,0.58
20520201,0.00,0.71
20520202,1.71,0.61
20520203,0.00,0.39
20520204,0.01,0.29
20520205,0.00,0.19
20520206,0.11,0.26
20520207,0.02,0.21
20520208,0.02,0.23
20520209,0.00,0.85
20520210,0.00,0.87
20520211,0.00,0.62
20520212,0.00,0.86
20520213,0.00,0.77
20520214,0.00,0.76
20520215,0.00,0.71
20520216,0.00,0.76
20520217,3.29,0.19
20520218,0.00,0.36
20520219,0.00,0.88
20520220,0.00,0.66
20520221,0.00,0.96
20520222,0.00,0.56
20520223,0.00,0.94
20520224,1.01,1.01
20520225,0.01,0.74
20520226,1.61,0.28
20520227,2.61,0.88
20520228,3.32,0.30
20520229,0.01,0.52
20520301,2.58,0.85
20520302,0.47,0.90
20520303,1.74,0.47
20520304,7.05,0.31
20520305,2.68,0.33
20520306,0.43,0.38
20520307,0.02,0.68
20520308,0.41,0.88
20520309,0.00,1.19
20520310,0.01,1.15
20520311,0.00,1.01
20520312,0.00,1.53
20520313,0.04,1.13
20520314,0.02,0.63
20520315,0.00,0.96
20520316,0.00,1.13
20520317,0.00,1.81
20520318,0.00,2.00
20520319,0.27,1.49
20520320,7.95,0.27
20520321,0.38,0.59
20520322,4.72,0.57
20520323,4.51,0.47
20520324,0.20,2.14
20520325,3.56,1.20
20520326,4.81,0.81
20520327,0.06,2.76
20520328,5.35,0.69
20520329,20.95,0.60
20520330,1.61,1.33
20520331,5.25,1.29
20520401,0.02,1.67
20520402,2.32,1.75
20520403,5.39,0.53
20520404,3.38,0.94
20520405,4.41,1.53
20520406,5.08,0.85
20520407,0.30,1.83
20520408,0.00,1.88
20520409,0.05,1.74
20520410,0.01,1.14
20520411,0.01,1.70
20520412,0.00,2.03
20520413,0.00,2.25
20520414,0.00,2.56
20520415,0.64,2.06
20520416,1.65,2.47
20520417,0.00,1.78
20520418,0.00,2.55
20520419,0.51,2.90
20520420,0.07,1.65
20520421,3.56,2.71
20520422,8.48,1.28
20520423,0.51,1.05
20520424,0.10,2.87
20520425,1.97,1.09
20520426,0.67,1.81
20520427,6.93,1.92
20520428,0.00,2.60
20520429,0.40,4.23
20520430,0.02,1.84
20520501,10.11,3.11
20520502,0.05,2.57
20520503,0.00,2.10
20520504,0.00,2.73
20520505,0.00,2.95
20520506,0.15,3.54
20520507,3.58,1.06
20520508,0.32,2.11
20520509,2.17,1.69
20520510,3.44,1.37
20520511,0.00,2.43
20520512,0.12,1.43
20520513,1.77,1.51
20520514,0.04,2.96
20520515,5.01,3.74
20520516,2.93,2.55
20520517,0.03,1.54
20520518,0.00,4.14
20520519,0.00,4.82
20520520,0.00,4.88
20520521,0.00,3.26
20520522,0.05,2.62
20520523,5.69,1.85
20520524,4.21,3.11
20520525,0.45,4.31
20520526,14.58,3.36
20520527,0.00,4.16
20520528,35.01,3.21
20520529,38.58,0.56
20520530,12.06,0.76
20520531,0.86,1.06
20520601,0.09,1.97
20520602,0.27,3.92
20520603,0.78,2.01
20520604,3.58,2.55
20520605,4.04,2.30
20520606,2.45,2.41
20520607,0.03,3.49
20520608,0.00,5.07
20520609,0.00,5.29
20520610,0.00,5.51
20520611,1.53,5.75
20520612,2.69,4.60
20520613,29.51,4.15
20520614,0.85,1.95
20520615,0.00,3.87
20520616,0.00,5.34
20520617,5.27,3.99
20520618,0.59,2.78
20520619,0.00,5.43
20520620,0.00,5.29
20520621,0.57,4.96
20520622,28.64,3.30
20520623,0.49,4.09
20520624,10.65,3.82
20520625,4.74,3.15
20520626,0.62,2.64
20520627,0.99,2.59
20520628,0.03,3.50
20520629,9.45,2.30
20520630,0.74,2.71
20520701,0.00,4.26
20520702,0.01,4.30
20520703,9.15,1.60
20520704,0.07,2.70
20520705,2.56,3.92
20520706,0.08,3.34
20520707,0.58,2.23
20520708,0.00,3.68
20520709,8.54,3.46
20520710,3.88,2.44
20520711,1.30,1.71
20520712,1.08,2.19
20520713,0.00,3.93
20520714,0.00,4.63
20520715,0.00,4.34
20520716,0.00,4.57
20520717,1.22,4.49
20520718,0.00,4.76
20520719,1.08,4.22
20520720,9.45,3.37
20520721,0.03,3.50
20520722,0.00,4.57
20520723,0.00,5.11
20520724,0.00,5.08
20520725,0.00,5.06
20520726,0.00,5.13
20520727,1.34,4.95
20520728,1.21,4.92
20520729,13.42,4.61
20520730,0.00,4.75
20520731,2.58,1.71
20520801,0.19,2.61
20520802,0.12,3.11
20520803,4.32,2.47
20520804,4.63,2.69
20520805,2.36,2.47
20520806,4.59,1.60
20520807,0.11,2.34
20520808,0.21,2.24
20520809,0.00,2.68
20520810,0.00,3.53
20520811,0.02,4.09
20520812,0.00,4.38
20520813,2.88,3.71
20520814,7.97,3.03
20520815,1.48,1.12
20520816,2.23,2.22
20520817,3.05,2.56
20520818,5.72,1.91
20520819,2.61,2.52
20520820,0.07,2.66
20520821,0.00,3.62
20520822,0.06,2.57
20520823,0.11,2.15
20520824,0.00,4.12
20520825,0.54,1.33
20520826,0.02,2.72
20520827,0.00,3.95
20520828,0.00,4.12
20520829,0.00,4.22
20520830,5.77,1.45
20520831,1.51,1.95
20520901,0.26,1.41
20520902,2.52,1.07
20520903,4.55,1.46
20520904,2.98,1.96
20520905,2.52,2.28
20520906,0.00,3.02
20520907,0.00,3.37
20520908,0.04,3.38
20520909,0.21,2.53
20520910,0.37,1.71
20520911,0.42,1.39
20520912,0.46,1.03
20520913,0.00,2.92
20520914,0.00,3.26
20520915,0.00,3.16
20520916,0.00,3.16
20520917,0.02,3.13
20520918,4.74,2.79
20520919,1.32,1.44
20520920,2.84,0.76
20520921,2.90,0.95
20520922,2.88,1.17
20520923,0.07,2.60
20520924,0.00,2.48
20520925,0.00,2.54
20520926,0.00,2.66
20520927,1.11,0.76
20520928,0.09,2.27
20520929,0.00,2.56
20520930,0.02,2.36
20521001,0.04,2.46
20521002,0.51,1.27
20521003,0.00,2.02
20521004,1.12,2.13
20521005,10.91,1.31
20521006,0.00,1.47
20521007,0.00,1.88
20521008,0.00,1.76
20521009,0.00,1.82
20521010,0.00,1.82
20521011,0.00,1.80
20521012,0.00,1.81
20521013,0.00,1.78
20521014,0.00,1.74
20521015,0.00,1.68
20521016,0.00,1.29
20521017,12.62,0.71
20521018,0.01,1.29
20521019,0.05,0.51
20521020,0.01,1.25
20521021,4.55,0.62
20521022,8.65,0.56
20521023,0.58,0.46
20521024,0.98,0.84
20521025,0.69,1.09
20521026,2.10,0.32
20521027,0.10,0.49
20521028,0.00,1.28
20521029,1.32,1.13
20521030,1.83,0.40
20521031,5.18,0.62
20521101,0.03,0.81
20521102,0.45,0.35
20521103,0.45,0.37
20521104,0.01,1.06
20521105,2.02,0.77
20521106,0.06,0.77
20521107,0.00,0.99
20521108,0.17,0.69
20521109,1.94,0.71
20521110,2.37,0.56
20521111,0.00,0.72
20521112,6.76,0.53
20521113,0.15,0.45
20521114,0.67,0.35
20521115,0.06,0.76
20521116,16.27,0.20
20521117,1.10,0.68
20521118,7.06,0.12
20521119,1.30,0.31
20521120,0.39,0.35
20521121,0.01,0.47
20521122,0.03,0.42
20521123,0.19,0.16
20521124,0.03,0.34
20521125,0.00,0.56
20521126,0.00,0.52
20521127,0.00,0.50
20521128,0.03,0.26
20521129,0.00,0.50
20521130,0.00,0.46
20521201,0.00,0.46
20521202,0.00,0.46
20521203,1.27,0.16
20521204,0.30,0.32
20521205,2.67,0.29
20521206,0.68,0.11
20521207,0.13,0.48
20521208,4.45,0.36
20521209,10.65,0.44
20521210,14.60,0.11
20521211,0.11,0.22
20521212,7.20,0.16
20521213,0.01,0.53
20521214,0.29,0.42
20521215,0.00,0.35
20521216,0.02,0.14
20521217,0.01,0.35
20521218,0.15,0.15
20521219,4.60,0.19
20521220,1.63,0.22
20521221,0.53,0.18
20521222,0.06,0.34
20521223,7.61,0.09
20521224,0.66,0.19
20521225,0.08,0.30
20521226,4.03,0.19
20521227,5.51,0.27
20521228,0.09,0.41
20521229,19.89,0.08
20521230,6.39,0.31
20521231,6.08,0.18
20530101,3.58,0.24
20530102,0.00,0.51
20530103,1.61,0.35
20530104,18.99,0.21
20530105,3.50,0.37
20530106,0.08,0.26
20530107,0.00,0.47
20530108,0.00,0.50
20530109,0.00,0.30
20530110,0.05,0.44
20530111,6.21,0.32
20530112,2.89,0.20
20530113,9.75,0.35
20530114,2.46,0.41
20530115,0.02,0.25
20530116,4.81,0.61
20530117,4.22,0.39
20530118,4.32,0.24
20530119,0.54,0.63
20530120,2.30,0.41
20530121,1.90,0.38
20530122,3.79,0.32
20530123,2.32,0.29
20530124,0.00,0.61
20530125,0.00,0.60
20530126,0.00,0.58
20530127,0.00,0.46
20530128,0.00,0.52
20530129,6.73,0.12
20530130,5.60,0.31
20530131,0.00,0.46
20530201,7.24,0.22
20530202,0.05,0.39
20530203,1.13,0.85
20530204,0.63,0.71
20530205,2.78,0.24
20530206,0.13,0.50
20530207,0.12,0.87
20530208,0.00,0.89
20530209,0.00,0.90
20530210,5.64,0.20
20530211,0.00,0.93
20530212,0.00,1.03
20530213,0.00,1.11
20530214,6.91,0.23
20530215,0.71,0.69
20530216,6.99,0.37
20530217,9.69,0.50
20530218,0.13,0.52
20530219,0.00,0.59
20530220,0.00,1.17
20530221,0.00,1.19
20530222,0.00,1.21
20530223,0.00,1.10
20530224,0.00,1.18
20530225,0.00,1.36
20530226,0.00,1.28
20530227,0.00,0.78
20530228,0.00,1.02
20530301,0.00,1.41
20530302,0.00,0.99
20530303,0.47,0.75
20530304,0.00,1.27
20530305,0.00,1.40
20530306,0.00,1.46
20530307,0.00,1.46
20530308,0.27,0.50
20530309,2.30,0.61
20530310,0.04,1.74
20530311,0.43,0.49
20530312,0.08,1.38
20530313,0.00,1.31
20530314,0.02,1.52
20530315,4.51,0.29
20530316,0.04,1.22
20530317,0.00,2.06
20530318,0.33,0.61
20530319,0.00,1.32
20530320,0.51,0.88
20530321,0.00,1.44
20530322,0.06,1.29
20530323,0.57,1.34
20530324,2.13,0.44
20530325,3.14,1.19
20530326,0.00,2.37
20530327,1.77,0.68
20530328,0.00,1.56
20530329,0.00,2.91
20530330,0.08,2.31
20530331,0.00,2.57
20530401,0.00,2.51
20530402,3.67,0.90
20530403,0.03,1.94
20530404,15.99,0.66
20530405,8.38,1.19
20530406,1.90,1.48
20530407,0.87,1.88
20530408,3.69,1.43
20530409,0.22,2.32
20530410,0.10,2.50
20530411,3.67,2.11
20530412,0.00,2.68
20530413,0.02,3.41
20530414,0.02,2.04
20530415,0.00,2.03
20530416,0.00,3.64
20530417,4.32,2.32
20530418,0.25,1.47
20530419,2.42,1.18
20530420,10.37,1.11
20530421,0.47,0.93
20530422,0.04,1.61
20530423,6.09,0.86
20530424,0.14,2.45
20530425,0.00,1.87
20530426,0.00,2.71
20530427,0.00,2.98
20530428,0.38,3.17
20530429,0.00,2.64
20530430,0.00,2.63
20530501,0.00,2.38
20530502,0.55,0.96
20530503,0.08,1.57
20530504,3.89,0.88
20530505,0.06,2.29
20530506,0.05,2.57
20530507,0.00,3.93
20530508,0.00,4.38
20530509,0.00,4.48
20530510,0.00,4.49
20530511,0.00,4.58
20530512,0.01,3.77
20530513,0.22,2.74
20530514,0.00,4.60
20530515,17.07,3.03
20530516,0.03,4.12
20530517,0.00,5.43
20530518,0.44,4.47
20530519,0.00,4.44
20530520,10.26,1.56
20530521,0.00,2.35
20530522,0.00,2.94
20530523,0.00,4.78
20530524,0.00,5.26
20530525,2.07,4.29
20530526,0.00,2.94
20530527,0.00,3.77
20530528,0.00,4.79
20530529,0.00,4.83
20530530,0.10,1.67
20530531,0.01,1.88
20530601,0.65,1.91
20530602,2.04,2.03
20530603,1.67,2.02
20530604,0.12,2.53
20530605,0.00,2.78
20530606,0.00,3.30
20530607,0.00,5.36
20530608,5.54,4.85
20530609,11.21,3.59
20530610,0.15,2.17
20530611,0.00,5.10
20530612,5.71,5.01
20530613,0.00,5.02
20530614,0.00,3.19
20530615,0.25,2.50
20530616,0.00,4.59
20530617,0.00,5.48
20530618,0.00,5.51
20530619,0.00,4.27
20530620,0.00,4.89
20530621,0.00,5.42
20530622,0.00,4.30
20530623,0.00,4.47
20530624,0.00,4.16
20530625,0.00,4.59
20530626,0.65,3.78
20530627,7.69,1.34
20530628,2.64,2.55
20530629,0.85,1.67
20530630,0.22,2.38
20530701,0.86,2.33
20530702,0.03,4.25
20530703,0.00,5.34
20530704,0.28,2.97
