date,P,Ruurlose broek morsdijk,Zoddebeekseweg Buurse,Eibergen Hoonesweg 3,,Mean,10th_percentile,90th_percentile
20/12/2016,0,1519,1379,1234,,1377.3,1013.2,2036.2
21/12/2016,1.7,1412,1346,1139,,1299.0,930.8,1994.6000000000001
22/12/2016,6.6,1328,1299,1086,,1237.7,873,1956.8000000000002
23/12/2016,0.5,1339,1276,1090,,1235.0,892.6,1958.2
24/12/2016,0.4,1342,1256,1082,,1226.7,900.2,1955.8000000000002
25/12/2016,2.7,1309,1220,1039,,1189.3,884.8,1945.6000000000001
26/12/2016,1.8,1347,1231,1089,,1222.3,901.2,1960.2
27/12/2016,0.5,1375,1252,1123,,1250.0,912.4,1967.8000000000002
28/12/2016,0,1389,1265,1143,,1265.7,923.4,1970.4
29/12/2016,0,1414,1282,1174,,1290.0,944.2,1976.2
30/12/2016,0,1420,1295,1177,,1297.3,950.2,1973.8000000000002
31/12/2016,0,1411,1295,1148,,1284.7,944,1966
01/01/2017,2.1,1406,1299,1127,,1277.3,944.6,1964.6000000000001
02/01/2017,2,1315,1277,1111,,1234.3,931,1924
03/01/2017,0.6,1258,1239,1077,,1191.3,909.6,1903
04/01/2017,4.5,1255,1267,1136,,1219.3,892.4,1908.4
05/01/2017,0,1332,1289,1196,,1272.3,918.8,1929
06/01/2017,0,1362,1298,1219,,1293.0,943,1937.4
07/01/2017,1.5,1371,1306,1214,,1297.0,956,1939.8000000000002
08/01/2017,0,1303,1285,1122,,1236.7,913.2,1903
09/01/2017,0.8,1232,1230,1049,,1170.3,853.4,1872.8000000000002
10/01/2017,2.9,1207,1184,1024,,1138.3,822.4,1859.2
11/01/2017,1.4,1220,1173,1025,,1139.3,821.6,1860.2
12/01/2017,9,1079,1076,945,,1033.3,672,1802
13/01/2017,15.7,975,985,848,,936.0,512.6,1750.6000000000001
14/01/2017,2.4,1028,998,914,,980.0,620.6,1746.2
15/01/2017,0.1,1130,1058,1003,,1063.7,731.2,1765.4
16/01/2017,0,1190,1106,1049,,1115.0,789.8,1773.2
17/01/2017,0,1225,1138,1073,,1145.3,829.4,1773.4
18/01/2017,0,1257,1164,1091,,1170.7,855.2,1775.4
19/01/2017,0,1292,1189,1119,,1200.0,875.4,1782.2
20/01/2017,0,1320,1212,1136,,1222.7,892.4,1785.6000000000001
21/01/2017,0,1349,1233,1153,,1245.0,912.4,1793
22/01/2017,0,1386,1259,1176,,1273.7,934.2,1806
23/01/2017,0,1401,1281,1173,,1285.0,943.2,1813.8000000000002
24/01/2017,0,1401,1298,1170,,1289.7,945,1814.4
25/01/2017,0,1415,1307,1191,,1304.3,953.4,1815.8000000000002
26/01/2017,0,1438,1316,1211,,1321.7,966.2,1824.4
27/01/2017,0,1449,1328,1197,,1324.7,966.6,1830.6000000000001
28/01/2017,0.3,1312,1328,1110,,1250.0,898.8,1780.4
29/01/2017,0.2,1114,1252,972,,1112.7,724.2,1750
30/01/2017,4.5,1126,1169,960,,1085.0,688.2,1715.6000000000001
31/01/2017,0,1182,1147,994,,1107.7,719.2,1713.6000000000001
01/02/2017,0.1,1205,1141,1007,,1117.7,749,1716.8000000000002
02/02/2017,0.1,1238,1149,1015,,1134.0,774.4,1725.2
03/02/2017,0.9,1261,1160,1022,,1147.7,797,1730.8000000000002
04/02/2017,3,1198,1131,991,,1106.7,796,1703.8000000000002
05/02/2017,1.2,1266,1159,1053,,1159.3,823.2,1729.8000000000002
06/02/2017,0,1291,1181,1056,,1176.0,826.8,1735
07/02/2017,1.1,1273,1187,1048,,1169.3,830.8,1729
08/02/2017,0.1,1314,1187,1103,,1201.3,854,1741.2
09/02/2017,0,1342,1205,1136,,1227.7,873.8,1748.2
10/02/2017,0,1364,1229,1151,,1248.0,888.2,1753.4
11/02/2017,2.7,1352,1229,1114,,1231.7,877.6,1749.8000000000002
12/02/2017,0.7,1287,1211,1074,,1190.7,855.6,1720.8000000000002
13/02/2017,0,1305,1229,1077,,1203.7,857.4,1726.8000000000002
14/02/2017,0,1338,1248,1094,,1226.7,867.2,1737.6000000000001
15/02/2017,0,1344,1252,1085,,1227.0,869,1738.8000000000002
16/02/2017,0,1342,1250,1054,,1215.3,863.8,1739.2
17/02/2017,2.5,1346,1240,1055,,1213.7,860.6,1738.4
18/02/2017,0,1353,1236,1061,,1216.7,863.6,1738.2
19/02/2017,1.2,1343,1227,1040,,1203.3,855.2,1732.4
20/02/2017,3.9,1266,1152,995,,1137.7,792.2,1700.4
21/02/2017,0.2,1159,1064,935,,1052.7,741.2,1650.4
22/02/2017,17.6,852,849,793,,831.3,545.2,1500.6000000000001
23/02/2017,17.7,863,789,822,,824.7,450,1455.8000000000002
24/02/2017,2.2,946,873,927,,915.3,533.4,1433.2
25/02/2017,0.4,985,910,947,,947.3,592,1415.2
26/02/2017,1.3,1011,928,958,,965.7,646,1400.4
27/02/2017,4.2,989,920,928,,945.7,677.6,1380.2
28/02/2017,2.5,1005,940,947,,964.0,702.4,1378.2
01/03/2017,3.7,970,826,909,,901.7,659.2,1355.2
02/03/2017,4,1010,828,958,,932.0,646.2,1351.4
03/03/2017,0.8,1062,892,1006,,986.7,697,1356
04/03/2017,7.8,963,806,925,,898.0,622.4,1303.8
05/03/2017,1.8,1032,887,997,,972.0,681.8,1323.6000000000001
06/03/2017,0.2,1113,951,1049,,1037.7,739.2,1349.4
07/03/2017,0.5,1033,888,963,,961.3,674.4,1306
08/03/2017,10.1,943,810,891,,881.3,545.4,1258.6000000000001
09/03/2017,0.8,1040,904,984,,976.0,625.6,1286
10/03/2017,0,1106,960,1028,,1031.3,695.4,1300.4
11/03/2017,0,1167,1002,1068,,1079.0,753,1322.4
12/03/2017,0,1232,1047,1106,,1128.3,811.2,1362.2
13/03/2017,0,1258,1075,1114,,1149.0,847,1378.6
14/03/2017,0,1285,1097,1121,,1167.7,873.8,1396.6
15/03/2017,0,1294,1109,1116,,1173.0,891.8,1397.2
16/03/2017,0,1312,1121,1123,,1185.3,911,1406.2
17/03/2017,2,1196,1014,1001,,1070.3,869,1365.2
18/03/2017,6.8,1128,978,965,,1023.7,818,1336.8
19/03/2017,3.6,1127,959,958,,1014.7,805.6,1330.4
20/03/2017,7.2,989,889,929,,935.7,553.6,1247.6000000000001
21/03/2017,7,1088,969,1031,,1029.3,601.8,1272.2
22/03/2017,0,1186,1042,1086,,1104.7,697.6,1310.2
23/03/2017,0,1262,1098,1126,,1162.0,787.2,1349.6
24/03/2017,0,1299,1129,1139,,1189.0,844,1366.8
25/03/2017,0,1335,1152,1148,,1211.7,882.8,1387.2
26/03/2017,0,1364,1169,1155,,1229.3,904.8,1405.4
27/03/2017,0,1387,1187,1162,,1245.3,928,1424.8
28/03/2017,0.1,1412,1205,1168,,1261.7,943,1446.2
29/03/2017,0.1,1423,1219,1168,,1270.0,952.6,1455.4
30/03/2017,0,1426,1223,1159,,1269.3,957.4,1460.8
31/03/2017,0.2,1452,1241,1166,,1286.3,974.6,1482
01/04/2017,1.7,1474,1262,1181,,1305.7,990.8,1508.2
02/04/2017,0,1492,1278,1196,,1322.0,998.6,1525.6
03/04/2017,0,1506,1291,1200,,1332.3,1005.6,1540.2
04/04/2017,0,1522,1302,1208,,1344.0,1017.2,1556.8
05/04/2017,0,1535,1315,1210,,1353.3,1019.2,1569.8
06/04/2017,0,1541,1325,1207,,1357.7,1017.4,1580
07/04/2017,0,1556,1338,1210,,1368.0,1019.2,1593.2
08/04/2017,0,1560,1347,1210,,1372.3,1015,1600.8
09/04/2017,0,1575,1356,1221,,1384.0,1024.2,1617.6
10/04/2017,0,1590,1369,1231,,1396.7,1022.2,1630.8
11/04/2017,0,1575,1368,1214,,1385.7,1013,1628.4
12/04/2017,2.1,1585,1381,1200,,1388.7,1011.6,1642.6
13/04/2017,0.1,1595,1392,1225,,1404.0,1014.4,1652
14/04/2017,0,1599,1398,1222,,1406.3,1018.6,1662.6
15/04/2017,0.6,1616,1412,1237,,1421.7,1023.4,1678.4
16/04/2017,0.2,1612,1422,1209,,1414.3,1013.4,1687
17/04/2017,1.2,1637,1434,1257,,1442.7,1035,1708.4
18/04/2017,0,1651,1446,1280,,1459.0,1044.8,1723.6
19/04/2017,0,1649,1449,1281,,1459.7,1045.2,1727.6
20/04/2017,0,1640,1449,1270,,1453.0,1048,1729.4
21/04/2017,0.9,1648,1456,1249,,1451.0,1045,1739.8
22/04/2017,0.4,1656,1462,1268,,1462.0,1053.8,1748.4
23/04/2017,0.1,1638,1459,1255,,1450.7,1046.8,1742.4
24/04/2017,2,1650,1462,1247,,1453.0,1052,1756.2
25/04/2017,0.1,1675,1477,1287,,1479.7,1069.2,1775.2
26/04/2017,0,1683,1483,1296,,1487.3,1074.6,1784.4
27/04/2017,0,1685,1489,1293,,1489.0,1076.4,1792.4
28/04/2017,0.1,1694,1498,1302,,1498.0,1082.4,1803.2
29/04/2017,0,1692,1504,1306,,1500.7,1082.8,1804.8
30/04/2017,0,1707,1508,1309,,1508.0,1094.8,1820.4
01/05/2017,5.4,1699,1511,1211,,1473.7,1062.2,1826.2
02/05/2017,3.8,1690,1511,1189,,1463.3,1054,1828.6
03/05/2017,1.5,1678,1515,1209,,1467.3,1063.8,1830.4
04/05/2017,0.5,1675,1518,1232,,1475.0,1073.6,1833.4
05/05/2017,0.1,1666,1518,1248,,1477.3,1078.2,1832.2
06/05/2017,0,1685,1525,1287,,1499.0,1098.6,1848.8
07/05/2017,0,1701,1532,1311,,1514.7,1108.2,1861.8
08/05/2017,0,1701,1537,1321,,1519.7,1108.6,1864.2
09/05/2017,0,1696,1539,1323,,1519.3,1108.2,1862.8
10/05/2017,0,1700,1542,1328,,1523.3,1110.8,1866.2
11/05/2017,5.6,1721,1543,1275,,1513.0,1093.8,1881.8
12/05/2017,1,1737,1551,1254,,1514.0,1089,1898.4
13/05/2017,0.4,1749,1560,1292,,1533.7,1104.8,1911.6
14/05/2017,0.1,1757,1569,1332,,1552.7,1126.2,1920.8
15/05/2017,0,1758,1576,1350,,1561.3,1133.4,1925.4
16/05/2017,0,1752,1584,1354,,1563.3,1130.2,1923
17/05/2017,0,1762,1590,1377,,1576.3,1147.8,1933
18/05/2017,0.5,1768,1595,1387,,1583.3,1152.4,1939
19/05/2017,1.1,1790,1605,1408,,1601.0,1165,1965.2
20/05/2017,0,1800,1618,1428,,1615.3,1171.8,1972.2
21/05/2017,0,1802,1626,1438,,1622.0,1175.2,1977.2
22/05/2017,0,1820,1637,1462,,1639.7,1151.2,1765.1000000000001
23/05/2017,0,1835,1648,1480,,1654.3,1158.7,1778.9
24/05/2017,0,1844,1659,1495,,1666.0,1167.4,1788.5
25/05/2017,0,1854,1673,1517,,1681.3,1176.8,1799.7
26/05/2017,0,1865,1685,1545,,1698.3,1192.2,1811
27/05/2017,0,1858,1694,1552,,1701.3,1202.7,1808.8
28/05/2017,6,1861,1705,1567,,1711.0,1210,1814.2
29/05/2017,1.8,1880,1712,1583,,1725.0,1223.2,1829.6000000000001
30/05/2017,0.1,1900,1724,1605,,1743.0,1234.7,1847.2
31/05/2017,0,1906,1736,1623,,1755.0,1242.9,1855
01/06/2017,0,1911,1745,1641,,1765.7,1252.5,1861.2
02/06/2017,0,1918,1750,1650,,1772.7,1265,1867.6000000000001
03/06/2017,1.5,1930,1759,1656,,1781.7,1271.7,1878.7
04/06/2017,0.1,1932,1768,1669,,1789.7,1270.7,1882.8
05/06/2017,0,1929,1771,1672,,1790.7,1277.2,1881.6000000000001
06/06/2017,6.5,1926,1752,1662,,1780.0,1281.9,1873.8
07/06/2017,10,1926,1760,1657,,1781.0,1274.1,1876.2
08/06/2017,0.6,1917,1768,1661,,1782.0,1279.5,1872.3
09/06/2017,8.1,1919,1778,1666,,1787.7,1278.9,1876.7
10/06/2017,0,1924,1783,1685,,1797.3,1285.3,1881.7
11/06/2017,0.8,1933,1786,1696,,1805.0,1294.2,1888.9
12/06/2017,0,1946,1795,1712,,1817.7,1301.1,1900.7
13/06/2017,0,1954,1804,1726,,1828.0,1306.7,1909
14/06/2017,0,1957,1810,1746,,1837.7,1316.9,1912.9
15/06/2017,0,1975,1815,1763,,1851.0,1333.2,1927
16/06/2017,0,1981,1822,1765,,1856.0,1331.7,1933.3
17/06/2017,0,1990,1829,1779,,1866.0,1339.4,1941.7
18/06/2017,0,1998,1838,1801,,1879.0,1348.8,1950
19/06/2017,0,2017,1848,1825,,1896.7,1363.7,1966.3
20/06/2017,0,2024,1854,1839,,1905.7,1370,1973
21/06/2017,0,2031,1859,1855,,1915.0,1385.3,1979.4
22/06/2017,0.2,2056,1866,1873,,1931.7,1396.3,2001.1000000000001
23/06/2017,0,2056,1865,1865,,1928.7,1397.4,1998.7
24/06/2017,0,2038,1864,1850,,1917.3,1397.8,1985.8
25/06/2017,4.3,2053,1873,1870,,1932.0,1409.4,1999
26/06/2017,2.9,2059,1882,1892,,1944.3,1409.5,2008.9
27/06/2017,4.9,2025,1878,1853,,1918.7,1407.1,1980.9
28/06/2017,21.5,2000,1875,1767,,1880.7,1383.4,1962.5
29/06/2017,7.5,2008,1880,1728,,1872.0,1368.2,1969.6
30/06/2017,0.5,2006,1882,1714,,1867.3,1364.7,1968.8
01/07/2017,6.6,2009,1884,1706,,1866.3,1357.4,1971.5
02/07/2017,0.4,2018,1890,1737,,1881.7,1361.8,1979.6
03/07/2017,0.1,2034,1899,1775,,1902.7,1373.9,1993.5
04/07/2017,0,2047,1907,1816,,1923.3,1389.7,2005
05/07/2017,0,2057,1913,1850,,1940.0,1399.2,2013.8
06/07/2017,2.2,2011,1917,1869,,1932.3,1404.9,1982.8
07/07/2017,12.1,1912,1923,1873,,1902.7,1366.9,1919.7
08/07/2017,0.1,1913,1930,1889,,1910.7,1362.6,1924.9
09/07/2017,0,1918,1932,1900,,1916.7,1370.1,1927.8
10/07/2017,0.8,1923,1933,1902,,1919.3,1374.2,1930
11/07/2017,5.6,1883,1922,1852,,1885.7,1348,1910.3
12/07/2017,22.2,1842,1901,1747,,1830.0,1273.1,1883.3
13/07/2017,0,1831,1892,1739,,1820.7,1272.1,1873.7
14/07/2017,3.1,1833,1890,1738,,1820.3,1270.4,1872.9
15/07/2017,0.5,1830,1887,1739,,1818.7,1266.5,1869.9
16/07/2017,1.6,1834,1889,1746,,1823.0,1270,1872.5
17/07/2017,1,1850,1899,1785,,1844.7,1281,1884.3
18/07/2017,0,1863,1906,1831,,1866.7,1296.9,1893.1
19/07/2017,8.1,1857,1904,1828,,1863.0,1296,1889.9
20/07/2017,9.4,1866,1912,1813,,1863.7,1290.8,1898.2
21/07/2017,0,1880,1920,1835,,1878.3,1308.6,1908
22/07/2017,9.9,1873,1920,1821,,1871.3,1302.3,1905.9
23/07/2017,9.3,1817,1918,1773,,1836.0,1251.5,1887.7
24/07/2017,5.2,1645,1907,1726,,1759.3,1165.5,1852.7
25/07/2017,10.5,1579,1901,1678,,1719.3,1124,1834.1000000000001
26/07/2017,0.1,1603,1900,1686,,1729.7,1125.6,1835.8
27/07/2017,0.1,1637,1902,1708,,1749.0,1137.9,1843.8
28/07/2017,0.7,1653,1906,1720,,1759.7,1138.5,1850.2
29/07/2017,0,1671,1912,1743,,1775.3,1154.4,1861.3
30/07/2017,0.7,1699,1927,1774,,1800.0,1164.9,1881.1000000000001
31/07/2017,0,1718,1935,1800,,1817.7,1177.6,1894.5
01/08/2017,0,1732,1938,1816,,1828.7,1182.5,1901.4
02/08/2017,0.9,1731,1937,1829,,1832.3,1182.2,1904.6
03/08/2017,0.7,1757,1943,1855,,1851.7,1195.6,1916.6
04/08/2017,0,1772,1948,1860,,1860.0,1208.5,1921.6
05/08/2017,3.8,1788,1951,1853,,1864.0,1212.6,1921.6
06/08/2017,0,1794,1957,1877,,1876.0,1213,1933
07/08/2017,0,1795,1961,1890,,1882.0,1216.1,1939.7
08/08/2017,2.9,1818,1961,1895,,1891.3,1228.6000000000001,1941.2
09/08/2017,0,1832,1969,1909,,1903.3,1239.8,1951
10/08/2017,0.9,1825,1967,1902,,1898.0,1241.9,1947.5
11/08/2017,0.1,1822,1961,1892,,1891.7,1245.2,1940.3
12/08/2017,3.9,1840,1968,1900,,1902.7,1254.1000000000001,1947.6
13/08/2017,1.4,1847,1976,1921,,1914.7,1254.1000000000001,1959.5
14/08/2017,0,1850,1978,1932,,1920.0,1263.4,1964.2
15/08/2017,0.1,1864,1982,1937,,1927.7,1266.9,1968.5
16/08/2017,0.1,1851,1980,1933,,1921.3,1265.8,1965.9
17/08/2017,2,1840,1978,1926,,1914.7,1265.3,1962.4
18/08/2017,12.5,1809,1976,1914,,1899.7,1253.9,1957.4
19/08/2017,0.1,1820,1978,1917,,1905.0,1258.6,1959.7
20/08/2017,0.1,1832,1983,1930,,1915.0,1258.7,1967.1
21/08/2017,0,1842,1989,1948,,1926.3,1267.3,1976.7
22/08/2017,0,1853,1993,1960,,1935.3,1273.4,1983.1
23/08/2017,0,1870,1992,1969,,1943.7,1289,1985.1
24/08/2017,0,1884,1998,1976,,1952.7,1293.9,1991.4
25/08/2017,0,1893,2000,1985,,1959.3,1301.5,1995.5
26/08/2017,0,1912,2005,1995,,1970.7,1310.7,2002
27/08/2017,0,1920,2009,2004,,1977.7,1315.9,2007.5
28/08/2017,0,1928,2012,2012,,1984.0,1323.2,2012
29/08/2017,0,1915,2013,2014,,1980.7,1324.9,2013.7
30/08/2017,13,1902,2008,1991,,1967.0,1330.1,2002.9
31/08/2017,1.5,1905,2012,1972,,1963.0,1320.5,2000
01/09/2017,0.5,1903,2012,1970,,1961.7,1320.6,1999.4
02/09/2017,1.4,1904,2017,1985,,1968.7,1316.7,2007.4
03/09/2017,0,1920,2021,2008,,1983.0,1326.4,2017.1
04/09/2017,0,1926,2021,2015,,1987.3,1327.5,2019.2
05/09/2017,0.6,1911,2020,2009,,1980.0,1331.4,2016.7
06/09/2017,2.7,1908,2022,2009,,1979.7,1331.2,2018.1
07/09/2017,0.2,1864,2015,1999,,1959.3,1310.3,2010.2
08/09/2017,15.7,1739,2002,1945,,1895.3,1232.2,1984.9
09/09/2017,9.3,1685,1994,1893,,1857.3,1172.6,1963.7
10/09/2017,0.1,1697,1985,1885,,1855.7,1169.2,1955
11/09/2017,2.5,1717,1982,1888,,1862.3,1178,1953.8
12/09/2017,0.1,1631,1971,1880,,1827.3,1138.9,1943.7
13/09/2017,15.6,1575,1957,1862,,1798.0,1117.9,1928.5
14/09/2017,5.4,1497,1945,1836,,1759.3,1074.9,1912.3
15/09/2017,1,1511,1925,1818,,1751.3,1067.2,1892.9
16/09/2017,0,1545,1906,1812,,1754.3,1064.1,1877.8
17/09/2017,2.6,1370,1889,1798,,1685.7,983.6,1861.7
18/09/2017,11.5,1286,1870,1768,,1641.3,887.7,1839.4
19/09/2017,1.2,1352,1852,1747,,1650.3,883.7,1820.5
20/09/2017,0,1406,1839,1746,,1663.7,916.7,1811.1
21/09/2017,0,1453,1827,1743,,1674.3,963,1801.8
22/09/2017,0,1488,1818,1739,,1681.7,989.6,1794.3
23/09/2017,0,1516,1810,1739,,1688.3,1009.9000000000001,1788.7
24/09/2017,0,1540,1802,1736,,1692.7,1019.9000000000001,1782.2
25/09/2017,0,1565,1795,1735,,1698.3,1033.7,1777
26/09/2017,0,1584,1791,1736,,1703.7,1041.5,1774.5
27/09/2017,0,1599,1785,1734,,1706.0,1049.5,1769.7
28/09/2017,0.6,1593,1779,1731,,1701.0,1047.7,1764.6
29/09/2017,8.2,1382,1772,1699,,1617.7,819.9000000000001,1750.1
30/09/2017,22.1,1162,1760,1606,,1509.3,620.2,1713.8
01/10/2017,0,1247,1744,1553,,1514.7,719.2,1686.7
02/10/2017,0.3,1336,1731,1533,,1533.3,818.7,1671.6000000000001
03/10/2017,0.6,1373,1715,1511,,1533.0,862,1653.8
04/10/2017,0.4,1243,1701,1481,,1475.0,768.4000000000001,1635
05/10/2017,13.7,1197,1686,1430,,1437.7,710.5,1609.2
06/10/2017,6.8,1199,1661,1378,,1412.7,684.5,1576.1000000000001
07/10/2017,9.6,1067,1638,1288,,1331.0,543.4000000000001,1533
08/10/2017,1,1125,1606,1237,,1322.7,598.6,1495.3000000000002
09/10/2017,3.4,1082,1577,1224,,1294.3,574.5,1471.1000000000001
10/10/2017,0.3,1163,1551,1254,,1322.7,628.9000000000001,1461.9
11/10/2017,0.1,1241,1534,1305,,1360.0,697.1,1465.3
12/10/2017,0.4,1291,1522,1328,,1380.3,744.3000000000001,1463.8
13/10/2017,0,1325,1515,1342,,1394.0,780.4000000000001,1463.1000000000001
14/10/2017,0,1354,1511,1356,,1407.0,803.8000000000001,1464.5
15/10/2017,0,1383,1509,1371,,1421.0,819.4000000000001,1471.2
16/10/2017,0,1404,1507,1377,,1429.3,835.2,1476.1
17/10/2017,0,1417,1510,1382,,1436.3,842.3000000000001,1482.1
18/10/2017,0,1435,1511,1389,,1445.0,845.8000000000001,1488.2
19/10/2017,0,1434,1510,1381,,1441.7,849,1487.2
20/10/2017,5.3,1407,1512,1349,,1422.7,828.9000000000001,1480.5
21/10/2017,2.6,1372,1507,1328,,1402.3,808.6,1466.5
22/10/2017,5.5,1313,1500,1295,,1369.3,759.5,1443.9
23/10/2017,0.5,1338,1490,1297,,1375.0,755.9000000000001,1444.4
24/10/2017,1.1,1353,1479,1304,,1378.7,780.4000000000001,1441.2
25/10/2017,0,1381,1476,1323,,1393.3,863.1,1447.5
26/10/2017,0.1,1405,1474,1339,,1406.0,903.6,1453.3
27/10/2017,0.4,1385,1465,1326,,1392.0,903.2,1441
28/10/2017,5.4,1318,1468,1270,,1352.0,829,1423
29/10/2017,1.4,1358,1464,1285,,1369.0,853.8000000000001,1432.2
30/10/2017,0,1384,1458,1298,,1380.0,881.5,1435.8
31/10/2017,0.1,1401,1453,1298,,1384.0,889.2,1437.4
01/11/2017,0,1422,1453,1315,,1396.7,902,1443.7
02/11/2017,1.2,1448,1453,1324,,1408.3,917.3000000000001,1451.5
03/11/2017,0.1,1442,1448,1317,,1402.3,917.3,1446.2
04/11/2017,1.9,1432,1449,1303,,1394.7,925.7,1443.9
05/11/2017,1,1459,1457,1325,,1413.7,934.4000000000001,1458.4
06/11/2017,0,1464,1456,1331,,1417.0,935.5,1461.6
07/11/2017,0,1477,1454,1336,,1422.3,950.3,1470.1
08/11/2017,0,1485,1455,1339,,1426.3,955.4000000000001,1476
09/11/2017,2.3,1414,1450,1295,,1386.3,940.8,1439.2
10/11/2017,3.2,1285,1441,1231,,1319.0,899.9000000000001,1394.2
11/11/2017,2.6,1287,1429,1205,,1307.0,869,1386.4
12/11/2017,0.7,1351,1418,1226,,1331.7,887.9000000000001,1397.9
13/11/2017,0.4,1376,1404,1236,,1338.7,898.6,1395.6
14/11/2017,0,1400,1398,1256,,1351.3,910.9000000000001,1399.4
15/11/2017,0,1405,1393,1260,,1352.7,919.8,1401.4
16/11/2017,0.3,1418,1398,1268,,1361.3,930.6,1412
17/11/2017,0,1399,1391,1259,,1349.7,927.2,1396.6
18/11/2017,4.1,1323,1390,1233,,1315.3,914.5,1369.9
19/11/2017,0.4,1249,1379,1219,,1282.3,857.1,1340
20/11/2017,14.1,975,1288,1079,,1114.0,569.7,1225.3
21/11/2017,3.2,1047,1225,1067,,1113.0,670.4000000000001,1177.6000000000001
22/11/2017,0.1,1133,1223,1117,,1157.7,774.7,1196
23/11/2017,2.3,1065,1204,1075,,1114.7,711.5,1165.3
24/11/2017,7.2,1088,1179,1075,,1114.0,732.7,1151.7
25/11/2017,0.4,1093,1175,1089,,1119.0,733.4000000000001,1150.4
26/11/2017,6.4,952,1099,1015,,1022.0,580.3,1073.8
27/11/2017,10.1,899,1028,987,,971.3,547.6,1015.7
28/11/2017,0.8,998,1058,1054,,1036.7,674.6,1056.8
29/11/2017,0.1,1054,1092,1091,,1079.0,735.5,1091.7
30/11/2017,0.1,1138,1141,1141,,1140.0,810.4000000000001,1141
01/12/2017,0,1178,1174,1158,,1170.0,840.2,1176.8
02/12/2017,0,1146,1172,1132,,1150.0,828.2,1164.2
03/12/2017,2.3,1101,1142,1107,,1116.7,786,1131.5
04/12/2017,2.4,1100,1119,1108,,1109.0,790.6,1115.7
05/12/2017,0,1160,1136,1131,,1142.3,827.2,1152.8
06/12/2017,0,1164,,1122,,1143.0,785.2,1155.6
07/12/2017,3.9,1059,,1030,,1044.5,700.4,1053.2
08/12/2017,5.4,986,,977,,981.5,601,984.2
09/12/2017,8.7,877,,890,,883.5,475.4,887.4
10/12/2017,10.2,849,,866,,857.5,415.4,862.6
11/12/2017,5.7,841,,862,,851.5,410.6,857.8
12/12/2017,2.7,758,,809,,783.5,299.6,798.8
13/12/2017,21.5,674,,713,,693.5,203.60000000000002,705.2
14/12/2017,8.7,724,,811,,767.5,288.8,793.6
15/12/2017,0.7,808,,928,,868.0,459.2,904
16/12/2017,0.1,897,,987,,942.0,580.2,969
17/12/2017,2.6,865,,895,,880.0,515.4,889
18/12/2017,2.9,925,,960,,942.5,609.8,953
19/12/2017,0.9,971,,990,,980.5,663.8,986.2
20/12/2017,0.3,993,,995,,994.0,692.2,994.6
21/12/2017,0.6,1033,,1014,,1023.5,715.6,1029.2
22/12/2017,0,1056,,1021,,1038.5,737.8,1049
23/12/2017,0.1,1085,,1029,,1057.0,753.8,1073.8
24/12/2017,0,1109,,1034,,1071.5,761.2,1094
25/12/2017,0.1,1132,,1043,,1087.5,771.8,1114.2
26/12/2017,0.4,1134,,1046,,1090.0,778.8,1116.4
27/12/2017,1.3,1183,,1086,,1134.5,808.4,1163.6
28/12/2017,0,1185,,1069,,1127.0,806.6,1161.8
29/12/2017,3.7,1039,,967,,1003.0,674.2,1024.6
30/12/2017,3.1,938,,873,,905.5,541,925
31/12/2017,10.1,897,,852,,874.5,494.4,888
01/01/2018,8.2,872,,824,,848.0,436,862.4
02/01/2018,4.5,763,,723,,743.0,312.6,755
03/01/2018,20,748,,743,,745.5,313.4,747
04/01/2018,2.6,815,,860,,837.5,408.6,851
05/01/2018,1.3,910,,948,,929.0,512.4,940.4
06/01/2018,0,1003,,1006,,1004.5,632.6,1005.4
07/01/2018,0,1052,,1020,,1036.0,691.2,1045.6
08/01/2018,0,1080,,1021,,1050.5,724.2,1068.2
09/01/2018,0,1092,,1021,,1056.5,743.4,1077.8
10/01/2018,2.1,1128,,1036,,1082.0,756,1109.6
11/01/2018,0,1170,,1050,,1110.0,782,1146
12/01/2018,0,1188,,1051,,1119.5,792.6,1160.6
13/01/2018,0,1213,,1059,,1136.0,800.6,1182.2
14/01/2018,0,1169,,1002,,1085.5,770.8,1135.6
15/01/2018,8.8,936,,872,,904.0,532,923.2
16/01/2018,3.8,921,,845,,883.0,517,905.8
17/01/2018,5.4,841,,788,,814.5,421.6,830.4
18/01/2018,7.4,875,,881,,878.0,482.2,879.8
19/01/2018,2.6,886,,875,,880.5,530.2,883.8
20/01/2018,3.1,950,,904,,927.0,576.8,940.8
21/01/2018,0.5,961,,920,,940.5,628.8,952.8
22/01/2018,1.6,1018,,959,,988.5,660.6,1006.2
23/01/2018,0.3,1022,,947,,984.5,684.6,1007
24/01/2018,3,1032,,968,,1000.0,696.8,1019.2
25/01/2018,0.3,1095,,1010,,1052.5,722,1078
26/01/2018,0,1135,,1024,,1079.5,752.8,1112.8
27/01/2018,0.5,1137,,989,,1063.0,766.6,1107.4
28/01/2018,0.7,1144,,994,,1069.0,774,1114
29/01/2018,3.1,1091,,982,,1036.5,732.4,1069.2
30/01/2018,0,938,,863,,900.5,547.8,923
31/01/2018,13.4,831,,833,,832.0,435.8,832.6
01/02/2018,0.2,820,,790,,805.0,398.8,814
02/02/2018,11.2,858,,871,,864.5,454,868.4
03/02/2018,1.8,941,,949,,945.0,539.4,947.4
04/02/2018,0.1,994,,978,,986.0,617.2,990.8
